,Titulares,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,equipo,jornada,Minutos,cambioN,localizacion
205,Álex Gallar,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.833,huesca,1,69.0,69.0,1
206,Moi Gómez,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.625,huesca,1,90.0,0.0,1
207,'Cucho' Hernández,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.636,huesca,1,76.0,76.0,1
208,Samuele Longo,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,0.6,huesca,1,90.0,0.0,1
209,Roberto Santamaría,,,,,,,,,,,,,huesca,1,0.0,0.0,1
210,Rajko Brezancic,,,,,,,,,,,,,huesca,1,0.0,0.0,1
211,Rúben Semedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,huesca,1,14.0,76.0,1
212,David Ferreiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,huesca,1,1.0,89.0,1
213,Lluís Sastre,,,,,,,,,,,,,huesca,1,0.0,0.0,1
214,Serdar Gurler,,,,,,,,,,,,,huesca,1,0.0,0.0,1
215,Ezequiel Ávila,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6,huesca,1,21.0,69.0,1
216,Alberto García,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609,rayo,1,90.0,0.0,0
217,Chechu Dorado,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.882,rayo,1,90.0,0.0,0
218,Tito,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.865,rayo,1,90.0,0.0,0
219,Álex Moreno,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,rayo,1,90.0,0.0,0
220,Abdoulaye Ba,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.917,rayo,1,90.0,0.0,0
221,Jordi Amat,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.903,rayo,1,90.0,0.0,0
222,Adrián Embarba,5.0,1.0,6.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.696,rayo,1,90.0,0.0,0
223,Óscar Trejo,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,0.86,rayo,1,90.0,0.0,0
224,Álvaro Medrán,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.833,rayo,1,67.0,67.0,0
225,Gael Kakuta,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.735,rayo,1,90.0,0.0,0
226,José Ángel Pozo ,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.893,rayo,1,0.0,0.0,0
227,Miguel Angel Morro,,,,,,,,,,,,,rayo,1,0.0,0.0,0
228,Luis Advíncula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,rayo,1,15.0,75.0,0
229,Sergio Akieme,,,,,,,,,,,,,rayo,1,0.0,0.0,0
230,Gorka Elustondo,,,,,,,,,,,,,rayo,1,0.0,0.0,0
231,Javi Guerra,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,rayo,1,23.0,67.0,0
232,Lass Bangoura,,,,,,,,,,,,,rayo,1,0.0,0.0,0
233,Sergio Moreno,,,,,,,,,,,,,rayo,1,0.0,0.0,0
234,Tomáš Vaclík,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.447,sevilla,1,90.0,0.0,1
235,Simon Kjaer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.93,sevilla,1,90.0,0.0,1
236,Sergio Escudero,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.931,sevilla,1,60.0,60.0,1
237,Gabriel Mercado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.878,sevilla,1,90.0,0.0,1
238,Sergi Gómez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.894,sevilla,1,90.0,0.0,1
239,Jesús Navas,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.784,sevilla,1,90.0,0.0,1
240,Éver Banega,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.924,sevilla,1,69.0,69.0,1
241,Pablo Sarabia,3.0,1.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.833,sevilla,1,76.0,76.0,1
242,Franco Vázquez,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7929999999999999,sevilla,1,90.0,0.0,1
243,Roque Mesa,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.957,sevilla,1,90.0,0.0,1
244,André Silva,6.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.833,sevilla,1,90.0,0.0,1
245,Juan Soriano,,,,,,,,,,,,,sevilla,1,0.0,0.0,1
246,Joris Gnagnon,,,,,,,,,,,,,sevilla,1,0.0,0.0,1
247,Aleix Vidal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5710000000000001,sevilla,1,30.0,60.0,1
248,Ibrahim Amadou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,sevilla,1,21.0,69.0,1
249,Wissam Ben Yedder,,,,,,,,,,,,,sevilla,1,0.0,0.0,1
250,Luis Muriel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,sevilla,1,14.0,76.0,1
251,Nolito,,,,,,,,,,,,,sevilla,1,0.0,0.0,1
252,Keylor Navas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,real_madrid,1,90.0,0.0,0
253,Daniel Carvajal,2.0,1.0,3.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,0.0,0.853,real_madrid,1,90.0,0.0,0
254,Sergio Ramos,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.965,real_madrid,1,90.0,0.0,0
255,Nacho Fernández,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,0.0,0.91,real_madrid,1,90.0,0.0,0
256,Marcelo,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,0.841,real_madrid,1,90.0,0.0,0
257,Toni Kroos,0.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.983,real_madrid,1,90.0,0.0,0
258,Marco Asensio,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,0.946,real_madrid,1,90.0,0.0,0
259,Isco Alarcón,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.925,real_madrid,1,57.0,57.0,0
260,Dani Ceballos,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.953,real_madrid,1,70.0,70.0,0
261,Karim Benzema,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.909,real_madrid,1,90.0,0.0,0
262,Gareth Bale,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.857,real_madrid,1,76.0,76.0,0
263,Thibaut Courtois,,,,,,,,,,,,,real_madrid,1,0.0,0.0,0
264,Raphaël Varane,,,,,,,,,,,,,real_madrid,1,0.0,0.0,0
265,Luka Modric,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.765,real_madrid,1,20.0,70.0,0
266,Casemiro ,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.879,real_madrid,1,90.0,0.0,0
267,Lucas Vázquez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,real_madrid,1,14.0,76.0,0
268,Vinicius Junior,,,,,,,,,,,,,real_madrid,1,0.0,0.0,0
269,Borja Mayoral,,,,,,,,,,,,,real_madrid,1,0.0,0.0,0
270,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,getafe,1,90.0,0.0,1
271,Dakonam Djené,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.833,getafe,1,90.0,0.0,1
272,Bruno González,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7,getafe,1,90.0,0.0,1
273,Damián Suárez,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.615,getafe,1,90.0,0.0,1
274,Leandro Cabrera,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.476,getafe,1,90.0,0.0,1
275,Nemanja Maksimovic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.833,getafe,1,90.0,0.0,1
276,Mauro Arambarri,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,1.0,2.0,0.895,getafe,1,90.0,0.0,1
277,Gaku Shibasaki,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.68,getafe,1,90.0,0.0,1
278,Amath Ndiaye,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.625,getafe,1,57.0,57.0,1
279,Francisco Portillo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.688,getafe,1,63.0,63.0,1
280,Jorge Molina,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.5710000000000001,getafe,1,70.0,70.0,1
281,Leandro Chichizola,,,,,,,,,,,,,getafe,1,0.0,0.0,1
282,Vitorino Antunes,,,,,,,,,,,,,getafe,1,0.0,0.0,1
283,Ignasi Miquel,,,,,,,,,,,,,getafe,1,0.0,0.0,1
284,Iván Alejo,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,getafe,1,27.0,63.0,1
285,Jaime Mata,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.8,getafe,1,33.0,57.0,1
286,Ángel Rodríguez,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,getafe,1,20.0,70.0,1
287,Sergi Guardiola,,,,,,,,,,,,,getafe,1,0.0,0.0,1
288,Neto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,valencia,1,90.0,0.0,0
289,Gabriel Paulista,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9,valencia,1,90.0,0.0,0
290,José Gayà,0.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.84,valencia,1,90.0,0.0,0
291,Ezequiel Garay,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.915,valencia,1,66.0,66.0,0
292,Cristiano Piccini,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.833,valencia,1,90.0,0.0,0
293,Dani Parejo,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,0.944,valencia,1,90.0,0.0,0
294,Carlos Soler,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,0.8440000000000001,valencia,1,75.0,75.0,0
295,Geoffrey Kondogbia,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.903,valencia,1,90.0,0.0,0
296,Daniel Wass,3.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.703,valencia,1,90.0,0.0,0
297,Rodrigo Moreno,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.679,valencia,1,90.0,0.0,0
298,Santi Mina,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.636,valencia,1,66.0,66.0,0
299,Jaume Doménech,,,,,,,,,,,,,valencia,1,0.0,0.0,0
300,Antonio Lato,,,,,,,,,,,,,valencia,1,0.0,0.0,0
301,Mouctar Diakhaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.667,valencia,1,24.0,66.0,0
302,Ferrán Torres,,,,,,,,,,,,,valencia,1,0.0,0.0,0
303,Denis Cheryshev,,,,,,,,,,,,,valencia,1,0.0,0.0,0
304,Kevin Gameiro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,valencia,1,24.0,66.0,0
305,Michy Batshuayi,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.7140000000000001,valencia,1,15.0,75.0,0
306,Jan Oblak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,atletico,1,90.0,0.0,1
307,Diego Godín,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.789,atletico,1,90.0,0.0,1
308,Filipe Luis,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,5.0,2.0,0.0,0.795,atletico,1,90.0,0.0,1
309,Stefan Savic,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.789,atletico,1,90.0,0.0,1
310,Juanfran Torres,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.9,atletico,1,90.0,0.0,1
311,Koke Resurrección,0.0,0.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,0.8740000000000001,atletico,1,90.0,0.0,1
312,Saúl Ñíguez,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.85,atletico,1,90.0,0.0,1
313,Thomas Lemar,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.8640000000000001,atletico,1,62.0,62.0,1
314,Antoine Griezmann,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.794,atletico,1,71.0,71.0,1
315,Ángel Correa,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.7709999999999999,atletico,1,80.0,80.0,1
316,Diego Costa,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.75,atletico,1,90.0,0.0,1
317,Antonio Adán,,,,,,,,,,,,,atletico,1,0.0,0.0,1
318,José María Giménez,,,,,,,,,,,,,atletico,1,0.0,0.0,1
319,Thomas Teye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,atletico,1,10.0,80.0,1
320,Vitolo ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.7,atletico,1,90.0,0.0,1
321,Rodri Hernández,,,,,,,,,,,,,atletico,1,0.0,0.0,1
322,Gelson Martins,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.8,atletico,1,19.0,71.0,1
323,Nikola Kalinic,,,,,,,,,,,,,atletico,1,0.0,0.0,1
324,Unai Simón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,athletic,1,90.0,0.0,0
325,Yeray Álvarez,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.818,athletic,1,90.0,0.0,0
326,Óscar De Marcos ,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.75,athletic,1,0.0,0.0,0
327,Yuri Berchiche,2.0,0.0,7.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.83,athletic,1,90.0,0.0,0
328,Peru Nolaskoain,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.914,athletic,1,90.0,0.0,0
329,Iker Muniaín,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.963,athletic,1,90.0,0.0,0
330,Markel Susaeta,2.0,0.0,11.0,7.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,0.71,athletic,1,90.0,0.0,0
331,Dani García,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.904,athletic,1,90.0,0.0,0
332,Unai López,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.946,athletic,1,75.0,75.0,0
333,Iñaki Williams,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.818,athletic,1,90.0,0.0,0
334,Aritz Aduriz,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.429,athletic,1,70.0,70.0,0
335,Hodei Oleaga,,,,,,,,,,,,,athletic,1,0.0,0.0,0
336,Unai Núñez,,,,,,,,,,,,,athletic,1,0.0,0.0,0
337,Ander Capa,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.688,athletic,1,26.0,64.0,0
338,Ander Iturraspe,,,,,,,,,,,,,athletic,1,0.0,0.0,0
339,Raúl García,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5379999999999999,athletic,1,15.0,75.0,0
340,Íñigo Córdoba,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,athletic,1,20.0,70.0,0
341,Gorka Guruzeta,,,,,,,,,,,,,athletic,1,0.0,0.0,0
342,Iván Cuéllar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,leganes,1,90.0,0.0,1
343,Raúl García C.,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.727,leganes,1,90.0,0.0,1
344,Ezequiel Muñoz,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.706,leganes,1,90.0,0.0,1
345,Dimitrios Siovas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,leganes,1,90.0,0.0,1
346,Jonathan Silva,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.5,leganes,1,90.0,0.0,1
347,Juanfran Moreno,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.609,leganes,1,90.0,0.0,1
348,Gerard Gumbau,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.758,leganes,1,90.0,0.0,1
349,Nabil El Zhar ,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.7140000000000001,leganes,1,0.0,0.0,1
350,Javier Eraso,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.895,leganes,1,57.0,57.0,1
351,Rubén Pérez,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.941,leganes,1,90.0,0.0,1
352,Guido Carrillo,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7879999999999999,leganes,1,84.0,84.0,1
353,Jon Ander Serantes,,,,,,,,,,,,,leganes,1,0.0,0.0,1
354,Unai Bustinza,,,,,,,,,,,,,leganes,1,0.0,0.0,1
355,Allan Nyom,,,,,,,,,,,,,leganes,1,0.0,0.0,1
356,Óscar Rodríguez,,,,,,,,,,,,,leganes,1,0.0,0.0,1
357,Michael Santos,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.75,leganes,1,33.0,57.0,1
358,Daniel Ojeda,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,leganes,1,26.0,64.0,1
359,Youssef En Nesyri ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,leganes,1,90.0,0.0,1
360,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,getafe,2,90.0,0.0,0
361,Dakonam Djené,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.474,getafe,2,90.0,0.0,0
362,Vitorino Antunes,2.0,0.0,4.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.48,getafe,2,90.0,0.0,0
363,Bruno González,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.611,getafe,2,90.0,0.0,0
364,Damián Suárez,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.6,getafe,2,90.0,0.0,0
365,Francisco Portillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.727,getafe,2,90.0,0.0,0
366,Mauro Arambarri,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.556,getafe,2,90.0,0.0,0
367,Iván Alejo,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.368,getafe,2,70.0,70.0,0
368,Nemanja Maksimovic,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.385,getafe,2,90.0,0.0,0
369,Ángel Rodríguez,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.667,getafe,2,85.0,85.0,0
370,Jaime Mata,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.389,getafe,2,79.0,79.0,0
371,Leandro Chichizola,,,,,,,,,,,,,getafe,2,0.0,0.0,0
372,Leandro Cabrera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,getafe,2,5.0,85.0,0
373,Gaku Shibasaki,,,,,,,,,,,,,getafe,2,0.0,0.0,0
374,Amath Ndiaye,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,getafe,2,20.0,70.0,0
375,Robert Ibáñez,,,,,,,,,,,,,getafe,2,0.0,0.0,0
376,Jorge Molina,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,getafe,2,11.0,79.0,0
377,Sergi Guardiola,,,,,,,,,,,,,getafe,2,0.0,0.0,0
378,Marko Dmitrovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,eibar,2,90.0,0.0,1
379,Rubén Peña,1.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.667,eibar,2,90.0,0.0,1
380,Paulo Oliveira,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.7,eibar,2,90.0,0.0,1
381,José Ángel,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5329999999999999,eibar,2,90.0,0.0,1
382,Anaitz Arbilla,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.63,eibar,2,90.0,0.0,1
383,Pape Diop,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.659,eibar,2,90.0,0.0,1
384,Gonzalo Escalante,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.7140000000000001,eibar,2,90.0,0.0,1
385,Joan Jordan,0.0,0.0,5.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.711,eibar,2,83.0,83.0,1
386,Sergi Enrich,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6890000000000001,eibar,2,90.0,0.0,1
387,Kike García,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.667,eibar,2,74.0,74.0,1
388,Pere Milla,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.579,eibar,2,66.0,66.0,1
389,Yoel Rodríguez,,,,,,,,,,,,,eibar,2,0.0,0.0,1
390,Pedro Bigas,,,,,,,,,,,,,eibar,2,0.0,0.0,1
391,Sergio Álvarez,,,,,,,,,,,,,eibar,2,0.0,0.0,1
392,Pablo Hervías,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.75,eibar,2,24.0,66.0,1
393,Charles Dias,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.667,eibar,2,16.0,74.0,1
394,Bebé ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,eibar,2,90.0,0.0,1
395,Marc Cardona,,,,,,,,,,,,,eibar,2,0.0,0.0,1
396,Iván Cuéllar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.725,leganes,2,90.0,0.0,0
397,Ezequiel Muñoz,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.85,leganes,2,83.0,83.0,0
398,Dimitrios Siovas,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.853,leganes,2,90.0,0.0,0
399,Juanfran Moreno,0.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.782,leganes,2,90.0,0.0,0
400,Jonathan Silva,2.0,0.0,16.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,0.887,leganes,2,90.0,0.0,0
401,Gerard Gumbau,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.787,leganes,2,90.0,0.0,0
402,Nabil El Zhar,3.0,2.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.735,leganes,2,90.0,0.0,0
403,Javier Eraso,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.867,leganes,2,45.0,45.0,0
404,Rubén Pérez,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.845,leganes,2,90.0,0.0,0
405,Daniel Ojeda,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.857,leganes,2,65.0,65.0,0
406,Guido Carrillo,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.639,leganes,2,90.0,0.0,0
407,Jon Ander Serantes,,,,,,,,,,,,,leganes,2,0.0,0.0,0
408,Unai Bustinza,,,,,,,,,,,,,leganes,2,0.0,0.0,0
409,Raúl García C.,,,,,,,,,,,,,leganes,2,0.0,0.0,0
410,Mikel Vesga,,,,,,,,,,,,,leganes,2,0.0,0.0,0
411,Diego Rolan,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.909,leganes,2,25.0,65.0,0
